userName;score;content;Layanan;Fitur;Kebermanfaatan;Bisnis;Non Aspek
Pengguna Google;4;Harga2 realistis. Produk2 bagus2. Tampilan tidak ribet. Ongkir entah kenapa lebih murah dari aplikasi sebelah. Kekurangannya kadang agak lemot/ngelag dan kurang banyak bonus2nya wkwkw;0;1;0;1;-1
Pengguna Google;5;"+ banyak program voucher/promo/hadiah + tiap hari bisa nabung credit poin (lumayan buat potongan harga) + banyak fitur (buka reksa , buka emas , buka cicil) + aman (team & sistem , bisa memfilter jikalau ada indikasi penipuan produk/barang) - versi baru, tampilan kategori pencarian barang/produk agak ribet. Bagusan tampilan lama - tampilan nomor transaksi pembayaran membingungkan. Gak ada perbedaan antara ""O (huruf) dan O (angka). Keseluruhan , sipp lah.. 👍";0;1;0;0;1
Tika Puspita;2;Pembayaran masih ribet. Saya belanja banyak diberbagai macam lapak. Masa 1 toko bayarnya hrs transfer sendiri sendiri. Gak efisien bgt. Gak seperti marketplace lainnya, kalo mau beli banyak di berbagai macam toko pembayarannya bisa 1x transfer aja melalui virtual account. Gak sendiri2 kayak di BL. Status pengiriman juga krg detail;0;0;0;-1;0
Ananda Linggau06;5;Saya sangat suka dan sangat terbantu dengan adanya aplikasi ini.. Selama belanja di BL saya tak pernah di kecewakan, respon penjual sangat cepat, pengiriman jg cepat sampai, minta bantuanpun sangat cepat respon..pokoknya ni aplikasi mantabbbla, oke banget. sukses terus buat BL... semoga terus dapat menjaga kepuasan pelanggan.;1;0;1;1;0
Hotma Ruli;5;Bagus sekali apk nya, cuma 1 di tambahkan lagi menu untuk pinjaman seperti kta kilat dengan proses yang mudah dan limit yang lumayan, supaya bisa dpt menarik orang untuk menggunakan bukalapak ini tapi tentu dengan kebijakan yang berlaku, terima kasih.;0;1;0;0;0
tendi apriyaza;3;Aplikasi ini baik & cukup mudah dioperasikan. Tapi apakah skrg2 ini sdg bermasalah? Karena aplikasi tiba2 bisa beroperasi sendiri. Sangat mengganggu ketika sy sdg membuka aplikasi yg lain. Sdh diuninstal & instal kembali sampai 3x & kejadian tsb masih berulang. Yg kedua.. banyak yg sms dari nomor tdk dikenal, menyebut dgn panggilan sesuai akun BL. Apakah akun BL bermasalah juga? Trm kasih;0;0;1;0;-1
Pengguna Google;1;Perbaiki sistemnya, isi pulsa listrik sering gangguan, akhirnya pelanggan pada lari. Tidak cukup hanya tulisan tetap tenang dan semangat tapi kasih notif sedang gangguan dan pastikan berapa lama gangguannya biar ada kepastian!;0;0;0;-1;0
Bayu Pangestu;4;Semuanya udh bagus. But tolong masih ada satu kekurangan. Saya sering lupa untuk mengisi catatan pelapak. Dan ga bisa di edit, harus di cancel dulu. Poitnya tolong buat fitur edit catatan saat barang ingin dibayar. Itu aja. Dan sya yakin bukan saya aja yg sering lupa. Kan enak bisa di edit walaupun lupa, atau mau nambahkan catatan lain. Makasih;0;0;0;0;1
Pengguna Google;3;Aplikasi sering dibobol phising, respon terhadap keluhan lambat dan cenderung ribet, dan saat saya sudah mengirimkan persyaratan untuk kembali membuka bukadompet komplain malah ditutup padahal masalah belum terselesaikan. Capek jadinya..;-1;0;0;0;0
U'uz chanel tube;5;Lumayan;0;0;0;0;1
Info Singkat;2;Tumben akhir akhir ini setiap transaksi ke BL jadi lambat verifikasi pembayarannya, temen2 juga banyak yg ngeluh, kenapa sekarang jadi lama ya,  Yg bikin parah beberapa transaksinya yg sudah ditransfer(dibayar) malah status pembelianya menjadi kadaluarsa, karena tidak bisa memeriksa sudah dibayar apa belum, dan ketika kita melampirkan bukti transfer, proses pengembaliannya juga lama bngt lebih dari 1 minggu, Hanya masukan, karena temen2 banyak yg beralih ke toko sebelah karena ini, nuwon;0;0;0;-1;0
Memo Memori waruwu;5;Mantap;0;0;0;0;1
Pengguna Google;1;Parah mau belanja aja, tulisan error dimana2. Padahal saya ingin beli barang dengan cashback 100% eh pas mau cari barang tersebut tiba2 error keselahan terjadi entah sedang update atau tidak, klo update saya selalu update applikasi2 yg saya miliki setiap ada update an baru otomatis saya perbaruhi. Lah ini app apa udh diperbaruhi masih error koneksi jaringanlah apalah, jaringan saya tuh pakai wifi internet gk mungking gk ada jaringan! Ayolah tingkatkan lagii kualitas jaringan buruk banget!;0;0;0;0;-1
Pengguna Google;1;Parah, sistem status tracking transaksi nya tidak update, alhasil transaksi yang seharusnya sudah selesai dan dana yang seharusnya sudah masuk jadi tidak ada.dan ini sudah lebih dari selesai otomatis, sedangkan di website pengiriman status barang sudah sampai dari 2 hari yang lalu. Makin kesini bukalapak makin buruk, sistemnya buruk, fitur tidak up to date dan biaya pengiklanan dan akun premium yang mahal dibandingkan dengan market place lain.;0;-1;0;-1;-1
satria gusmand andaresta;5;Super Lengkap.... Saking lengkapnya yang tadinya kita ga mau ngapa2in jadi ngapa2in... !!! Ya Belanja, pembayaran, insvetasi, atau cuma sekedar bermain lengkap jasmani maupun rohani... Semoga promonya makin seru Bukalapak.. meskipun aku meleset terus ga pernah dapat barang yang aku mau dengan harga super deal ..hehe..;0;0;0;0;1
nery rizky;5;Mudah digunakan, banyak diskon Mohon kalau beri potongan harga di voucher jangan dirubah min. Buat apa main mauditinju kalo voucher 10K jadi 1K.. jauh banget turunya, bikin kecewa. Tapi overall aplikasi bagus, perlu ditingkatkan konsistensi dan sistem di aplikasinya;0;1;1;0;-1
Zaim Channel;1;Saya kecewa sama bukalapak.!! Untuk pembayaran angsuran lelet. Dari 15.53 sampai sekarang belum terkonfirmasi juga. Tolong diperbaikiii... Sudah habis banyak pulsa saya karena telpon Cs yg tidak pastii.!!! Merugikan sekali bukalapak. Tolong dipercepaat.! saya IMMAWAN umtuk membayar angsuran kredivo. Jika angsuran tersebut tidak tepat waktu pembayarannya lalu terkena denda/bunga lalu siapa yg mau bertanggung jawab.!???;-1;0;-1;0;0
Zita Azka Nabila;3;Aplikasi bermanfaat.. tapi kenapa suka begini ya.. lagi pesen barang tiba-tiba log out, lagi liat-liat tetiba keluar sendiri, suka ngadet juga.. pas mau log in sering tidak bisa. Harus lebih di perbaiki lagi nih masalahnya...;0;0;1;0;-1
Pengguna Google;2;Selalu eror pembayaran pake link aja,tidak ada konfirmasi pembayaran, refun uang juga lama masuk ke dompet, saya mesti komplain berulang kali,terlalu membuang waktu saya, padahal ini aplikasi belanja yg paling saya suka dari yg lain, menurunkan rasa percaya saya ke BL,tolong lebih ditingkatkan lagi sistemnya,jangan mengecewakan seperti ini;-1;0;0;0;0
dhiky swandani;4;Tq bukalapak dri dlu pke belum pernah ada kendala, keluhan juga cepat teratasi. Mudah2an di update selanjutnya ditambahan fitur edit catatan pembeli, karena sebagai buyer saya juga sering lupa menambahkan isi dikolom ini sehingga barang yg dikirim random. Yg kedua sebagai seller juga jika ekpedisi tidak terjangkau atau ada perubahan kurir sebaiknya ada fitur untuk merubah jasa kurir sendiri dan tidak perlu konfirmasi kepada CS dulu. Hanya konfirmasi antar dua belah pihak penjual dan pembeli saja.;1;0;0;0;0
Wisnu Saladin;4;Selama belanja d bukalapak blm pernah ada masalah, sistem filter item termasuk akurat (kecuali filter termurah & termahal) shg barang yg dicari cpt ketemu, pembayaran mudah (via internet banking) cukup copas-klik-klik beres Kekurangan 1. Masih terdapat akun2 pelapak yang menjual dgn harga tak wajar (item 10-20k d jual 10-20 jt) dan filter item tak guna menghadapi ini terutama filter (termahal & termurah) 2. Syarat-syarat BONUS VOUCER yang berjibun dan rumit punya voucer tp kesulitan menggunakan;1;1;0;-1;0
Wawan Hermawan;5;Mantul,cuma klo bisa penggunaan voucher muncul dan dipilih saat ketika mau chek out tanpa harus menyalin terlebih dahulu di awal.seperti lapak sebelah gitu jadi lebih simpel dan gak ribet.;0;0;0;0;1
yudie freze;2;Saldo DANA saya sudah terpotong untuk sebagian pembayaran tagihan TELKOM, tapi untuk menyelesaikan sisa pembayarannya melalui partner sangat sulit hanya loading terus menerus sampai BATAL dengan sendirinya, saldo dana saya hilang tagihan tidak bisa terbayar..bikin kapok!! Pengalaman pertama bayar tagihan bukannya dapat kemudahan dan bisa menghemat malah jadi sangat mengecewakan. Terima kasih;0;0;0;-1;0
Pengguna Google;1;Aplikasi tai dulu aplikasi tidam seperti ini saya sangat kecewa dengan aplikasi ini sudah 2 kali transaksi... transaksi pertama padahal sudah di bayar tapi sistem masih menentukan penunggu pembayaran dan akhir nya kadaluarsa trus pembayaran ke dua saya mencoba kembali dan akhir nya sama seperti hal nya pembayaran yang pertama di terverifikasi sudah terbayar padahal sudah di bayar tapi sistem masih saja nentuin belum di bayar dan saya ajukan isi form untuk bukti tapi tidak bisa di upload apk tai..;0;0;0;-1;0
Muhammad Nasron;1;"Lebih dari 24jam barang tidak bergerak sama sekali. Giliran buka fitur ""BukaBantuan"" CSnya cuma nampilin status barang yang sebenarnya yang punya resipun juga bisa cek, dan mengarahkan ke ekspedisi. Tobatlah pokoknya pake aplikasi ini.";-1;0;0;-1;0
Natural Shop;1;"Sangat mengecewakan atas cashback hilang tiba"" sebelum batas waktu. Sudah belanja sesuai ketentuan dapat balasan email bukalapak berhak membatalkan penggunaan promo yang tidak wajar. Anda kira saya pedagang abal-abalan? Pelayanan lama dan tidak ada solusi. Tidak diragukan lagi, anda tidak dapat diandalkan. Thx.";-1;0;0;-1;0
Pengguna Google;1;akhirnya ngasih rating juga. fitur BukaStruk tolong diperbaiki, beberapa kali upload sering banget teridentifikasi struk duplikat atau tidak dikenal. padahal hasil pengambilan foto jelas. coba study banding sama aplikasi snapca*t, itu ngambil foto goyang dikit aja hasilnya bisa jelas dan terverify. kalo dipandang g perlu ya g usah. fokus pengembangan yg lain aja. tq;0;-1;0;0;0
Lisma Wanti;4;Kak tolong di perbaiki sistem pembayaran nya. Karna saya pernah transaksi tapi ga terverifikasi pembayaran ku, awalnya ku pikir bank yg bermasalah jaringan. Ternyata pas di cek dananya sdh masuk ke buka lapak. Sementara transaksi saya sdh kadaluarsa ga terverifikasi pembayaran nya😥;0;0;0;-1;0
Fourseven Lounge;4;Alhamdulillah sudah ada perubahan jd lebih baik dari sebelumnya yg aplikasi lelet banget sekarang jadi cukup baik, user interface jd lebih baik, tp pas pencairan dana panjual masih belum puas... Masih lelet dan lebih lelet ketika pencairan dana pada weekend. Overall is good.;0;1;0;-1;0
Pengguna Google;1;Saya hanya pembeli, baru² ini transaksi selalu gagal & dikembalikan. Waktu proses transaksi 6 kali, selalu keluar peringatan gangguan pada server. Saya chat ke CS Bukalapak, kata yang melayani, sistem mereka bagus gada gangguan. Saya disuruh abaikan peringatan itu & lakukan transaksi ulang, juga saya disuruh logout & login ulang. Tapi hasilnya tetap sama. Transaksi saya gagal & dikembalikan. Jadi apakah saya bisa kasih rating lebih dari 1 ⭐. Kalau bisa rating ½ ⭐ malah saya pilih itu 😀;0;0;0;-1;0
Rivant Dwi Septavianto;5;"Saya kasih rating maksimal krna fitur"" yg di gunakan cukup it's Simple.. Tapi lebih di tingkatkan lagi/diingatkan ke para pelapak untuk mencantumkan foto berdasarkan tipe produk secara detail ,jadi foto produk/barang dan aslinya real pict dan tidak mengecewakan pelanggan yg ada dan sudah percaya pada BukaLapak. Tks";0;1;0;0;0
EKO ADI WIDYANTORO.;5;Bisa dibilang saya pengguna lama , sejak th 2015 Sampek sekarang, ya seperti ini koneksi bagus kadang lag parah di dalemnya , tapi sekalipun belum pernah menang buat even serbunya :(, semoga bisa menang amin , dan terus berkembang dan sukses terus buka lapak.;0;0;0;0;-1
Said Abdullah;2;Ga ada opsi pilih warna untuk penjual, ga ada menu catatan di setiap barang yg dipesan, bikin rumit kalo bikin catatan, pilihan voucher gratis ongkir dll susah, harus bolak balik menu. Ribet deh. Bisa gulung tikar kalo Bukalapk ga dengerin keluhan pengguna nya.;0;0;-1;0;-1
Najma Ulin;1;Sangat mengecewakan, Saya menentukan pin lokasi di map, setelah di crosscheck lagi Alamat sudah berbeda dengan yang di tulis biasa manual. Parahnya alamat di pin map tersebut beda kota dan tidak sesuai dengan yang dicantumkan, Hal ini mengakibatkan barang dilempar antar Kota. Tgl 16 sampai 22 barang belum juga sampai yang biasa nya 3 hari sudah sampai. KAMI SANGAT KECEWA..;0;0;0;-1;-1
Albert Wilson;3;Fitur edit profile akun yang dibagian tanggal kelahiran kurang efisien min. masa iya harus geser manual perbulan untuk pergeseran tahun? apalagi pas awal bikin tahun dimulai pada skitar 1928 atau berapa lupa.. sampe pegel jarinya bwat geser kalender. diperbaharui aja min, jadi setiap tanggal, bulan, dan tahun itu ada option masing masing biar lebih mudah.;0;-1;0;0;0
Pengguna Google;3;jangan bikin yg aneh2, cek produk jualan sendiri kadang muncul kadang hilang, di refresh muncul lagi, di refresh lagi hilang lagi. iseng2 buka jasa kirim, ternyata tiba2 banyak jasa kirim yg tiba2 diaktifkan otomatis padahal saya ga pernah ngaktifin ekspedisi2 itu, upload produk baru gagal terus, tapi jumlah produk jadi nambah, dicari satu persatu tapi ga muncul. dibikin simpel aja aplikasinya untuk mempermudah para penggunanya baik seller ataupun pembeli, biar ga kalah saing sama MP yg lain.;0;-1;0;0;-1
Pengguna Google;1;Applikasi Bukalapak sangat mengecewakan, setiap ada orderan dari customer dengan kurir J & T yang keluar selalu resi pengiriman otomatis, padahal saya hanya dropshiper, mana mungkin bisa menggunakan resi pengiriman otomatis, sedangkan yang mengirimkan barang nya adalah supplier. Lebih enak di Tokopedia, penjual bisa mengaktifkan atau menonaktifkan resi pengiriman otomatis.;0;-1;0;-1;0
Sutriya Ningsih;1;kapok beli paket data.tadinya saya beli langganan tiap bulan .dengan nominal di atas 1 juta.tapi sayang...kali ini kecewa berat. beberapa paket data yang saya beli.tidak ada penambahan .padahal statusnya sudah berhasil.berkali kali komplain tapi blm ada perubahan penambahan data..gimana nih solusinya?;-1;0;0;-1;0
Stefanus Harfendy Hontong;2;"Untuk penerapan kode promo seringkali kita kehilangan promonya saat transaksi batal padahal karena sistemnya yang bug, contohnya hari ini saya transaksi dengan metode kartu kredit, setelah selesai memasukkan semua detail dan verifikasi dari API midtrans kemudian saat lempar balik ke Aplikasi Bukalapak dia hanya loading saja tanpa ada action apa"", setelah menunggu 30 mnit saya kill process dan buka kembali tau"" transaksi sdh digagalkan. Sering banget begini, mengecewakan.";-1;-1;0;0;0
Pengguna Google;5;Aplikasi semakin bagus dan menarik visualnya, gk kalah update features-nya sama yg lainnya. Semoga terus berkembang dan maju, sukses slalu.. desain grafisnya juga harus makin mantap. :D Oh ya untuk menambahkan alamat terkadang error kalo dari smartphone tapi bisa diakali daftarnya melalui pc/laptop. Seterusnya bisa dipake normal kembali di smartphone.;0;1;0;0;0
Alfia Pratama;4;maaf bintang 4 dulu, kurangin batas waktu pengiriman untuk penjual, 3 hari itu waktu yang terlalu lama buat mengirim pesan yang masuk, banyak pihak penjual mengirimkan pesanan di batas waktu terakhir dan itu bagi sebagai pembeli sangat mengecewakan, yg di butuh pembeli dari penjual hanya ada 2 : 1.jujur 2.proses cepat;0;0;0;-1;0
rafi refi;4;Positifnya BL itu dari segi pengiriman yg menurut saya cepat bahkan boleh dibilang sangat cepat, hanya butuh proses 1 hari barang sudah sampai. Tapi kalau bisa kurangi biaya ongkirnya supaya lebih menggiurkan pelanggan. Dari segi harga juga boleh bersaing, asal pintar pilih2 toko saja;0;0;0;1;0
Putu Raditya;2;suka loading buka fitur pesan. Kalo scroll down di pencarian atau lapak orang, sering banget barang-barangnya muncul berulang. kinda spam. entah kesalahan aplikasi atau pihak pelapak yg double post, tapi kalo bisa ya dihindari. terima kasih;0;-1;0;0;0
ADR MranMren;3;Pelayanan si bagus.. tapi kx gak ada fitur bayar di tempat.. tolong gan di tambah fitur bayar di tempat.. agar pembeli semakin mudah untuk bertransaksi.. dan saya yakin jika di tambah fitur COD pasti akan semakin banyak pelanggan yg belanja di bukalapak.. terimakasih.. itu saran saya yg sering belanja online.. terkadang masih sering blanja di La**da soalnya disana tersedia fitur itu..;1;0;0;0;0
Pengguna Google;1;Pengiriman via sicepat ada kendala status pengiriman tidak terupdate otomatis, mau komplain via buka bantuan live chat juga tidak tampil live chatnya, tolong diperbaiki bug nya, aplikasinya jg terasa berat, loading terus, padahal pakai wifi sudah cepat koneksinya.;-1;-1;0;-1;0
Noviyuwian Toro MS;1;Sekarang pembayaran serbu sudah tidak ada pakai credits. Untuk credits BL sendiri batas waktu nta hanya seminggu. Sangat disayangkan. Pembayaran pakai credits untuk pengambilan di lokasi pun gak bisa. Unfaedah bgt sekarang. Teralu ribet sistemnya, walau pun byk promo tapi tidak menarik.;-1;-1;0;0;-1
Pengguna Google;1;Sudah pebaharui akun dengan email dan username baru, tp ttp error. Dipakai transaksi sekali tiba2 tidak bsa login lg. Padahal semua sesuai prosedur. Dan sudah dipakai transaksi sekali. Tp kok skrng sama sekali gk bsa login, kalo bisa ngasih rating tanpa bintang, ta kasih minus 5 sekalian;0;0;0;0;-1
Pengguna Google;5;"Aplikasi cukup baik tampilan ringkas dan mudah, tidak banyak iklan, pencarian nyaman, kekurangan mungkin pada saat tanpa sengaja ke back tidak dpt kembali ke halaman sebelumnya, lalu utk login masih sering error, akan lebih baik jika bagian filter ditambahkan opsi pengecualian kata (cthnya ingin cari hp ""selain s*msung"")";0;1;0;0;-1
Pengguna Google;4;salah satu aplikasi belanja online dengan fitur yang sangat membantu dalam saya bertransaksi. sayangnya aplikasinya perlu adanya peningkatan dalam kecepatan pencarian dan sering terjadinya crash hingga perlu restart kembali aplikasinya. mudah2an semakin pelayanan akan fitur dan tawaran promosinya bertambah;0;1;0;0;-1
M Fadhlan Satria;5;saya sudah lama menggunakan apps ini,saya pribadi merasa terbantu jika ingin membeli suatu barang dengan fitur filter yg sangat memudahkan pencarian hingga tersedianya ekspedisi pengiriman yg semakin variatif.terus berkembang bukalapak;0;1;1;0;0
Asep sulaeman;5;sya bingung tdk bisa login, karena no telepon saya sudah non-aktif sedangkan menerima kode OTP hanya ke no telepon saja. Apa gak bisa melalui alamat email? terus kalau mau ganti no telepon ribet banget hrs melampirkan no kartu identitas dan buku tabungan sesuai rekening, sedangkan saya boro2 punya buku tabungan dan bisa nabung,buat modal aja pas-pasan. karena saya pilih Bukalapak itu untuk meringankan biaya, kalau akhirnya pengguna Bukalapak di keadaan seperti ini di persulit sya bisa kecewa nih;-1;0;0;1;0
Pengguna Google;5;yang paling saya suka, anti error 😁 ga pernah kejadian capek2 scroll terus keluar sendiri. cepat juga aplikasinya, jd ga buang waktu nunggu buffering 😊 kalau bisa pilihan ekspedisi di tambah juga dengan lion parcel dan ekspedisi lain, dan tolong di pantau juga kalau ada promo ekspedisi misalnya 2 kilo di hitung 1 kilo dll...;0;1;0;0;0
Nizar Zk;1;saya kecewa tidak dapat masuk akun BL karena no hp yg dulu hilang,saya sudah beberapa kali mengubah dngn no hp yg baru mengisi data poto lalu di kirimkan ke bukalapak namun tidak ada jawaban sudah 4 kali saya mengisi data2 poto itu ,BL yang sekarang tidak seperti dulu;0;0;0;0;-1
Harry Yamba;4;belanja nyaman dan efisien..komplit,sampai barang yg termasuk langka disini ada.. hanya saja utk pelapak khususnya produk fashion beberapa kali mengecewakan..barang tdk sesuai gambar.. over all...ok;0;0;1;-1;0
Pengguna Google;5;Aplikasi yang membantu untuk belanja online, terutama di nego dan komplainnya. Pelayanan baik, tapi kadang agak lemot (but it's okay for me). Sayangnya masih belum ada opsi produk yang dikirim dari luar negeri.. padahal merk lainnya ada yg begitu (tapi tak apa asalkan pedagang tuan rumah tak terkalahkan oleh pendatang). berharap ada banyak fitur baru dimasa depan. thx;1;0;1;0;0
indra sugiantoro;5;sya paling suka blanja disni di banding online shop yg lain, karna simple dan terpercaya. aplikasi sangat keren, selalu ada inovasi dan pastinya promo ongkir yang sangat membantu banget. saya hanya ingin memberi saran kepada pihak bukalapak, dan pihak pengembang aplikasi bukalapak. tolong dong di menu transaksi di beri menu agar bisa menghapus histori transaski, sperti menghapus transaksi yang sudh selesai, transaksi dibatalkan, atau pun tagihan yang sudah kadaluwarsa. trimaksih, maju terus BL.;0;1;1;0;0
Pengguna Google;2;Dengan dihilangkannya fitur buka dompet, para pembeli yg tidak memiliki saldo cukup untuk pembayaran transaksi semakin tambah ribet saja karena kekurangan sisa pembayaran transaksi tidak bisa ditambahkan sperti biasanya. Masih masuk ke dana & saldo itupun masih ribet segala macem. Dan penambahan uang yg ada di dana tdk bisa ditambahkan langsung dari uang yg ada di saldo. Buat saya pribadi, ratingnya semakin turun;-1;0;0;0;0
riyadi brew;5;sangat memuaskan, gak lemot aplikasinya walaupun di akses seluruh Indonesia, biasanya kalo aplikasi di akseses nyk org suka drop, tpi ini sudah bagus, paling di kolom keranjang belanja aja masih suka louding, yg lain sudah ok...;0;1;0;0;1
Syukron Muniron;3;belakangan applikasi agak lelet, setiap back setelah klik produk tidak kembali ke yg sebelumnya, dan terjadi pengulangan iklan item beberapa baris berulang. mohon di perbaiki. terima kasih.;0;-1;0;0;0
Pengguna Google;2;sudah lama pake dan sering banget blanja pake BL, dan aman* saja, hanya saja pada app nya ketika masuk di etalase pelapak, ketika scroll kebawah, nanti pasti item yang sudah terlewati muncul lagi dibawah, dan itu selalu, apa itu sudah diatur, apa memang sebuah kesalahan? . mohon penjelasannya min, terimakasih #bintang ** dulu kalo sudah terselesaikan baru kasih *****, kalo tidak terselesaikan ya kurangi lagi jadi * bintang.;0;-1;0;0;0
Pengguna Google;1;Aplikasi busuk, dulu aplikasi ini paling aku suka, setelah gnti HP ganti nomer baru, sudah tidak bisa Login lagi.Mau daftar Akun Facebook dan Akun Google semua sudah terdaftar tapi tetap tidak bisa login dikarnakan harus masuk verifikasi nomer yg lama, mau ganti nomer baru juga gk bisa, harus dengan melampirkan foto ktp nomer rekening tetek bengek.. Auto Uninstal, aplikasi busuk sampah kagak berguna.. najis banget dah pake Aplikasi ini, mending pindah yg lain..;0;-1;-1;0;-1
Agung Gunawan;5;Online Shop favorit. Banyak promo, banyak voucher, bisa nego, pengiriman gratis ongkir dan kurirnya banyak, metode pembayaran juga banyak, mudah juga jika ingin komplain barang, pokoknya Aplikasi Pihak ketiga yg sangat memudahkan belanja online╰(*´︶`*)╯;1;0;0;1;0
Pengguna Google;4;filter dan sejenisnya gak guna, cari ini malah banyak muncul itu. padahal sudah di setting filternya agar mudah pencarian namun Fitur fungsi dan sejenisnya sama sekali cuma ikonik. gak da guna, tolong perbaiki !!!;0;-1;0;0;0
Pengguna Google;5;"Aplikasinya sangat user friendly dan sangat mudah di gunakan. Selain itu dalam proses pembayaran banyak sekali pilihan metode pembayaran tapi ada salah satu metode pembayaran yaitu via ""COD"" karena ada beberapa pembeli yang masih suka dengan metode ini. Untuk kurir pengiriman barang sangat banyak pilihannya untuk yang satu ini hanya tinggal meningkatkan lagi kualitas pelayanannya dalam memberikan voucher gratis ongkir dari beberapa kurir pengiriman. Thanks Bukalapak maju terus & semakin lanjay.";1;0;0;0;0
Fardhoni Kurnia;3;sudah mendukung mode landscape tapi tidak full jadi terpaksa bolak balik. saat browsing lihat toko tidak mendukung mode landscape. semoga secepatnya dibuat agar bisa digunakan secara full landscspe agar pengguna tablet bisa lebih nyaman, tanpa harus bolak balik layar;0;-1;0;0;0
Pengguna Google;5;bagus nyaman, tapi tolong di tingkatkan lagi untuk jaringannya, apabila jaringan tidak stabil sangat susah untuk mengakses app bukalapak (klo bisa dengan minim jaringan gambar bisa di akses walaupun kualitas gambar kurang baik );0;0;0;0;1
Pengguna Google;4;"saya puas dengan belanja di bukalapak.belanja lebih cepat ,hemat waktu dan efisiensi biaya pengeluaran. cuman soal jaringan saja kadang susah, susah menerima jaringan. padahal untuk aplikasi belanja online lain cepet .. tapi ini sering terjadi kesalahan jaringan padahal sinyal baguss.untuk mencari barang jga kadang lama gak muncul"" barang yang di cari dan untuk fitur chating sering gak karuan, di luar ada noyifikasi chat tapi pas di lihat gak ada, di refresh juga kadang kosong tapi padahal ada";0;-1;0;1;0
Pengguna Google;5;sejak maraknya belanja melalui aplikasi on line, saya sudah coba berbelanja di beberapa aplikasi, tetapi saya menilai bukalapak lebih cocok seperti halnya kita memilih sebuah jenis/ merek handpone kesayangan walaupun masih ada satu dua pelapaknya yang nakal, semoga kedepan bukalapak lebih baik.;0;0;0;-1;1
Yuda Hendriawan;5;"Bagus. selama bertransaksi tidak ada masalah. cuman kemaren ada masalah waktu saya nego, saya mau bayar gabisa trus gua batalin. mau pesen lagi barang itu jadi gabisa. bisa di klik tapi jumlah total bayarnya jadi beda dan diklik ""Bayar"" tidak bisa . selain itu baguslah.";-1;0;0;0;1
Pengguna Google;1;Bukastruk selalu gagal. Struk tidak teridentifikasi, ketika bisa dideteksi sebagai duplikat. Dan kalaupun tidak ada masalah, ditolak dengan alasan kuota scan sudah penuh. Padahal cara foto struk sudah benar dan sesuai petunjuk. Sebelumnya tidak ada masalah, setelah update banyak zonknya. Belum lagi rocket shake yang makin kecil nilainya.;0;-1;0;0;0
Jono Coji;1;Emng bener. Sama kaya aplikasi tetangga shopee.. Setelah update jd lelet loading gambar g muncul2.. Mungkin lebih rumit dan macem2 setelah update jd nya berat.. Serius malah g membantu ini... Males jd nya mo belanja. G bisa liat2... Bukan masalah sinyal kog. Saya uda coba pake wifi kantor kerjaan juga sama. Jd berat bgt...;0;-1;0;0;0
Pengguna Google;1;sebenarnya apk ini bagus buat belanja online, saya sangat tertarik sekali. Tapi kok kenapa kadang2 apk nya suka error, kadang blank pas waktu d buka gak nge refresh otomatis. di reload gak respon. harus d uninstal dulu, baru kita download lagi. kan berabe alias ribet kalo harus kek gtu terus2an. ini saya udah yg ke 2 kali nya seperti ini. tolong untuk perbaikan apk nya, makasih!!;0;-1;0;0;0
Pengguna Google;1;"""MAKSA bener"" setelah ditinjau dan dibandingkan dengan aplikasi lain(tokopedia 👍👍👍,dll) saya merasa lebih nyaman dengan aplikasi lain. yg gak masuk akal,kok setelah akun BL dibuat dan mau dihapus krn aplikasi mau di uinstal malah tidak disediakan. MAKSA kali ya ?? satu bintang diatas bukan nilai untuk buka lapak..tp krn gak bisa diposting kalau ga tekan bintang. makasih untuk bukalapak,krn anda telah memberitahu saya sesuatu yg baik.";0;0;0;0;-1
Sudarto (Anto);5;Bukalapak cukup bagus... Tingkatkan lagi dlm proses penyelesaian masalah & proses refound sebaiknya max 1X24 jam, krn banyak pelapak yg tdk menanggapi konfirmasi refound... Overall good;0;1;0;-1;1
Kiki Nasution;1;saya sebagai pelapak merasa kecewa menggunakan aplikasi bukalapak, untuk upload foto diiklan sangat lambat, dan kadang keluar sendiri dan harus mengulang lagi. jangan bilang sinyal internetnya yang kurang bagus, terbukti 3 aplikasi lain yang saya gunakan sangat cepat dan tidak pernah ada masalah waktu upload gambar diiklan. dan ini bukan saya saja yang mengalami seperti ini.;0;-1;0;0;-1
Pengguna Google;5;Masih perlu perbaikan, terutama pada servernya, jangan sampai fitur macet karena traffict diserver malah jaringan pemakai yg disalahkan. untuk beberapa fitur kalau bisa jangan web base seperti buka bantuannya dan fitur game. overall sangat membantu buat saya yg malas ke toko atau mall untuk beli barang. Thanks....;0;0;1;0;0
Giri Mahendr;2;aplikasi lumayan namun di minggu ke 2 mulai terlihat bugnya terkadang gambarnya keluar dari frame teus dia berhenti dan gak bisa di buka lagi... udah di uninstall dan instal ulang beberapa kali masih sama.... jadi pake yang di web lagi deh;0;1;0;0;-1
Hamzah Zain A;1;"meningkatkan keamanan itu bagus, tp serasa di persulit! mau ganti nomer hp aja susah ribet ga jelas. Harus ""Lampirkan buku tabungan sesuai Rekening yang terdaftar di akun bukalapak anda"" padahal akun sy belum didaftarin rekening karna sy blm punya rekening, ini salah siapa coba? akun bukalapak saya jadi ga bisa dipake lagi)): TOLONG DI BENAHI!!!!!";0;0;0;0;-1
